;Echte_Erzeugung_MWh;Quantil_0_1_MWh;Median_q0_5_MWh;Quantil_0_9_MWh
770;0.0;-9.599361;1.2051506;16.624771
771;0.58000004;-13.059899;4.9884233;39.302147
772;9.280001;-19.619904;11.560088;80.729324
773;49.04;-35.12506;16.19204;137.11964
774;171.51;-20.510353;62.522766;250.86331
775;412.83;102.28337;230.05922;478.72754
776;706.7;435.77762;613.06287;880.8307
777;1086.26;920.2937;1124.57;1359.5975
778;1543.17;1436.4504;1624.3217;1799.8499
779;2071.78;1959.3307;2098.946;2227.08
780;2654.69;2542.3604;2645.912;2752.6987
781;3297.46;3195.2432;3292.2876;3397.3315
782;3986.59;3882.204;3991.1145;4104.436
783;4715.65;4563.0757;4687.085;4809.6377
784;5378.7803;5259.378;5397.7764;5526.869
785;5950.81;5917.9507;6065.8184;6201.417
786;6606.21;6451.728;6605.3066;6750.2
787;7257.55;6969.495;7133.724;7285.1797
788;7722.74;7574.008;7756.4775;7912.971
789;8273.69;8105.724;8299.245;8464.676
790;8837.79;8549.409;8750.445;8926.445
791;9311.47;9021.062;9234.548;9419.164
792;9789.77;9504.614;9732.245;9927.347
793;10152.75;9961.562;10198.659;10404.51
794;10336.649;10277.656;10518.142;10737.249
795;10582.04;10410.569;10649.296;10879.885
796;10606.0;10524.583;10766.373;11002.256
797;10473.439;10558.072;10798.813;11035.311
798;10425.391;10378.537;10608.328;10845.774
799;10281.471;10167.863;10388.889;10621.409
800;10146.5205;9987.881;10204.309;10430.001
801;9848.85;9830.726;10040.921;10257.145
802;9546.54;9536.173;9733.045;9944.325
803;9139.74;9150.715;9333.857;9539.027
804;8697.58;8699.045;8871.756;9069.094
805;8216.69;8205.662;8370.068;8555.19
806;7768.75;7647.283;7805.17;7980.1523
807;7386.3;7110.066;7266.358;7430.481
808;7062.08;6665.5557;6825.323;6977.427
809;6647.46;6336.5376;6500.0596;6638.3867
810;6202.8;5983.746;6145.304;6276.497
811;5779.29;5563.6997;5719.946;5847.4863
812;5350.43;5109.147;5261.7114;5385.7983
813;4914.1797;4664.088;4814.591;4934.1157
814;4459.71;4205.883;4354.4565;4472.69
815;4028.22;3751.7761;3898.1458;4016.114
816;3666.47;3318.8672;3462.0117;3579.5645
817;3291.4302;2949.7542;3088.2156;3203.8738
818;2911.32;2600.3623;2731.42;2847.3213
819;2499.99;2250.6062;2372.8674;2489.094
820;2089.49;1871.0242;1983.6396;2099.3577
821;1711.25;1469.7491;1573.0966;1685.4688
822;1341.55;1068.5845;1164.1328;1269.3676
823;1010.97;712.3125;799.547;895.3667
824;724.36;427.7806;503.16727;588.6028
825;480.71;229.06213;289.63812;363.24973
826;275.72;105.60252;151.01303;210.09015
827;124.49999;37.434326;69.70042;113.42182
828;38.800003;4.728011;26.796438;56.667255
829;9.73;-7.1691804;7.8299255;28.101048
830;3.23;-6.4806585;4.0116076;18.554365
831;0.030000001;-1.6033795;6.1013713;18.92431
832;0.01;1.623518;7.58007;20.253105
833;0.01;0.8087357;5.738138;18.32988
834;0.01;-0.533559;3.830065;14.7301235
835;0.01;-1.0121691;2.87477;12.218242
836;0.0;-0.88696986;2.5819228;10.887225
837;0.0;-1.663215;1.5404961;9.130635
838;0.0;-1.416938;1.6221359;9.095442
839;0.0;-0.9327751;1.9252993;9.632567
840;0.0;-0.78900445;1.8723863;9.699251
841;0.0;-1.6930156;0.91536367;7.858208
842;0.0;-1.8744965;0.70514345;7.609488
843;0.0;-1.6078094;0.8731617;8.409351
844;0.0;-1.5209376;0.87291485;8.888924
845;0.0;-2.1412327;0.413234;7.0108614
846;0.0;-2.466805;0.19324069;6.3837543
847;0.0;-2.3628056;0.27359724;6.7714696
848;0.0;-2.026399;0.537915;7.972721
849;0.0;-1.8023828;1.0808645;7.8565297
850;0.0;-1.7535914;1.4014022;9.426592
851;0.0;-2.012924;1.3429611;10.773058
852;0.0;-2.4852407;1.0331837;11.431063
853;0.0;-3.1003532;1.0657607;8.863899
854;0.0;-3.5539136;0.8935963;8.393063
855;0.0;-3.3425581;1.1647749;10.033116
856;0.0;-2.7735221;1.804567;12.783995
857;0.0;-2.6161902;2.6145985;12.245192
858;0.0;-3.1936913;2.2752056;12.311283
859;0.0;-4.147703;1.2776097;11.679142
860;0.0;-4.844517;0.44521865;10.842703
861;0.0;-5.7084484;-0.17315155;6.4586816
862;0.0;-5.217943;0.19087146;6.315096
863;0.0;-4.047109;1.4632491;8.574507
864;0.0;-4.1297855;2.1868036;11.021037
865;0.0;-8.791686;-0.5451214;8.160779
866;0.0;-13.136628;-1.0658594;15.53512
867;0.17999999;-18.5411;1.2806207;37.754295
868;6.51;-22.653498;11.221633;84.11498
869;30.98;-30.14208;25.206879;152.39043
870;117.56;-12.386938;75.377396;271.29153
871;263.3;84.171265;214.3915;467.75528
872;441.6;316.88992;489.2729;755.6041
873;644.22;590.773;780.34814;1011.4079
874;877.24994;834.9378;1006.0857;1181.3997
875;1156.21;1052.6968;1186.7672;1319.3235
876;1458.7201;1321.8574;1433.982;1545.9614
877;1762.55;1672.696;1785.6119;1893.8959
878;2084.83;2032.9778;2156.9722;2272.2566
879;2407.4102;2344.3357;2478.5918;2601.1208
880;2765.1802;2630.847;2773.4363;2898.6035
881;3165.96;2962.5747;3112.4116;3234.925
882;3548.9302;3363.1604;3519.731;3640.3992
883;3867.27;3780.6875;3939.5215;4061.515
884;4089.5898;4130.494;4285.711;4412.1685
885;4280.6;4346.1294;4492.5977;4623.2065
886;4512.18;4430.703;4571.8916;4706.077
887;4772.77;4534.331;4680.798;4813.693
888;4916.0;4765.2754;4924.787;5053.957
889;4968.39;5007.4956;5171.8066;5299.4526
890;5110.99;5062.0327;5219.104;5351.397
891;5343.54;5053.5947;5206.3394;5339.0796
892;5522.92;5204.224;5365.34;5492.248
893;5620.64;5489.1406;5657.7446;5778.414
894;5831.8296;5667.311;5831.829;5954.936
895;5800.86;5793.61;5952.683;6077.375
896;5843.24;5793.667;5946.903;6075.174
897;5802.48;5761.743;5912.2793;6037.816
898;5666.49;5668.979;5819.705;5943.7114
899;5665.3403;5506.868;5657.9414;5781.515
900;5629.0;5387.858;5543.358;5663.814
901;5601.0503;5356.403;5516.0767;5629.5503
